id,fecha_informe,fecha_inicio_campo,fecha_fin_campo,presidente,encuestadora,producto,aprueba_pct,desaprueba_pct,nr_pct,n_muestra,aprueba_gob_pct,desaprueba_gob_pct,nr_gob_pct,neto_gob,modalidad,n_informe,excluir,url_fuente
228,23-07-2020,22-07-2020,23-07-2020,Sebastián Piñera,Cadem,Plaza Pública,12.0,78.0,10.0,707,,,,,online,341,0,https://insight-chile.cl/storage/2020/07/Track-PP-341-Julio-S4.pdf
229,25-07-2020,24-07-2020,25-07-2020,Sebastián Piñera,TuInfluyes.com,DataInfluye,9.0,73.0,18.0,2034,,,,,online,Julio 2020,0,https://web.archive.org/web/20211202122703/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_JULIO_2020.pdf
230,29-07-2020,29-07-2020,29-07-2020,Sebastián Piñera,Cadem,Plaza Pública,20.0,72.0,8.0,708,,,,,online,342,0,https://insight-chile.cl/storage/2020/08/Track-PP-342-Julio-S5.pdf
231,29-07-2020,27-07-2020,29-07-2020,Sebastián Piñera,Criteria,Agenda Criteria,12.0,82.0,6.0,800,,,,,online,Julio 2020,0,https://www.criteria.cl/descargas/Agenda_Criteria_Julio_2020-3hyGp.pdf
232,01-08-2020,30-07-2020,01-08-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,15.0,73.0,12.0,1430,,,,,online,Julio 2020 Q2,0,https://www.activasite.com/wp-content/uploads/2020/08/Pulso-Ciudadano_Julio-Q2.pdf
233,05-08-2020,05-08-2020,05-08-2020,Sebastián Piñera,Cadem,Plaza Pública,20.0,70.0,10.0,703,,,,,online,343,0,https://insight-chile.cl/storage/2020/08/Track-PP-343-Agosto-S1.pdf
234,12-08-2020,12-08-2020,12-08-2020,Sebastián Piñera,Cadem,Plaza Pública,19.0,71.0,10.0,703,,,,,online,344,0,https://insight-chile.cl/storage/2020/08/Track-PP-344-Agosto.pdf
235,14-08-2020,13-08-2020,14-08-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,14.6,67.5,17.9,1434,,,,,online,Agosto 2020 Q1,0,https://www.activasite.com/wp-content/uploads/2020/08/Pulso-Ciudadano-Agosto-Q1.pdf
236,20-08-2020,19-08-2020,20-08-2020,Sebastián Piñera,Cadem,Plaza Pública,20.0,71.0,9.0,705,,,,,online,345,0,https://insight-chile.cl/storage/2020/08/Track-PP-345-Agosto-S3.pdf
237,22-08-2020,21-08-2020,22-08-2020,Sebastián Piñera,TuInfluyes.com,DataInfluye,11.0,70.0,19.0,1940,,,,,online,Agosto 2020,0,http://web.archive.org/web/20211202125522/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_AGOSTO_2020.pdf
238,27-08-2020,26-08-2020,27-08-2020,Sebastián Piñera,Cadem,Plaza Pública,18.0,72.0,10.0,706,,,,,online,346,0,https://insight-chile.cl/storage/2020/08/Track-PP-346-Agosto-S4.pdf
239,28-08-2020,27-08-2020,28-08-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,20.9,69.2,9.9,1544,,,,,online,Agosto 2020 Q2,0,https://www.activasite.com/wp-content/uploads/2020/08/Pulso-Ciudadano_Agosto-Q2.pdf
240,31-08-2020,26-08-2020,31-08-2020,Sebastián Piñera,Criteria,Agenda Criteria,15,79,6,986,,,,,online,Agosto 2020,0,https://www.criteria.cl/descargas/Agenda_Criteria_Agosto_2020_6y7fw.pdf
241,03-09-2020,02-09-2020,03-09-2020,Sebastián Piñera,Cadem,Plaza Pública,19.0,72.0,9.0,703,,,,,online,347,0,https://insight-chile.cl/storage/2020/09/Track-PP-347-Septiembre-S1.pdf
242,11-09-2020,09-09-2020,11-09-2020,Sebastián Piñera,Cadem,Plaza Pública,22.0,69.0,9.0,705,,,,,online,348,0,https://insight-chile.cl/storage/2020/09/Track-PP-348-Septiembre-S2.pdf
243,12-09-2020,10-09-2020,12-09-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,19.7,69.7,10.5,1415,,,,,online,Septiembre 2020 Q1,0,https://www.activasite.com/wp-content/uploads/2020/09/Pulso-Ciudadano-Septiembre-Q1.pdf
244,16-09-2020,15-09-2020,16-09-2020,Sebastián Piñera,Cadem,Plaza Pública,21.0,68.0,11.0,704,,,,,online,349,0,https://insight-chile.cl/storage/2020/09/Track-PP-349-Septiembre-S3.pdf
245,17-09-2020,03-09-2020,17-09-2020,Sebastián Piñera,MORI,MORI,24,63,13,1000,,,,,online,Citado en fielchile.cl (17-09-2020),0,https://fielchile.cl/v2/barometro-del-trabajo/
246,24-09-2020,23-09-2020,24-09-2020,Sebastián Piñera,Cadem,Plaza Pública,22.0,68.0,10.0,702,,,,,online,350,0,https://insight-chile.cl/storage/2020/09/Track-PP-350-Septiembre-S4.pdf
247,26-09-2020,25-09-2020,26-09-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,24.0,67.2,8.8,1417,,,,,online,Septiembre 2020 Q2,0,https://www.activasite.com/wp-content/uploads/2020/09/Pulso-Ciudadano-Septiembre-Q2.pdf
248,30-09-2020,25-09-2020,30-09-2020,Sebastián Piñera,Criteria,Agenda Criteria,22,70,8,1503,,,,,online,Septiembre 2020,0,https://www.criteria.cl/descargas/Agenda_Criteria_Septiembre_2020_5f3gt.pdf
249,01-10-2020,01-10-2020,01-10-2020,Sebastián Piñera,Cadem,Plaza Pública,24.0,66.0,10.0,705,,,,,online,351,0,https://insight-chile.cl/storage/2020/10/Track-PP-351-Octubre-S1-VF.pdf
250,03-10-2020,02-10-2020,03-10-2020,Sebastián Piñera,TuInfluyes.com,DataInfluye,14.0,70.0,16.0,2145,,,,,online,Citado en tuinfluyes.com (03-10-2020),0,https://web.archive.org/web/20230507111227/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_ESPECIAL_PLEBISCITO_2020.pdf
251,07-10-2020,07-10-2020,07-10-2020,Sebastián Piñera,Cadem,Plaza Pública,18.0,75.0,7.0,703,,,,,online,352,0,https://insight-chile.cl/storage/2020/10/Track-PP-352-Octubre-S2-VF_compressed.pdf
252,14-10-2020,14-10-2020,14-10-2020,Sebastián Piñera,Cadem,Plaza Pública,16.0,75.0,9.0,704,,,,,online,353,0,https://insight-chile.cl/storage/2020/10/Track-PP-353-Octubre-S3.pdf
253,16-10-2020,15-10-2020,16-10-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,16.8,71.9,11.3,1458,,,,,online,Octubre 2020 Q1,0,https://www.activasite.com/wp-content/uploads/2020/10/Pulso_ciudadano_Octubre_Q1.pdf
254,22-10-2020,25-10-2020,22-10-2020,Sebastián Piñera,Cadem,Plaza Pública,15.0,77.0,8.0,705,,,,,online,354,0,https://insight-chile.cl/storage/2020/10/Track-PP-354-Octubre-S4-VF.pdf
255,25-10-2020,25-10-2020,25-10-2020,Sebastián Piñera,Cadem,Plaza Pública,14.0,78.0,8.0,968,,,,,online,Citado en insight-chile.cl (25-10-2020),0,https://insight-chile.cl/storage/2020/10/Post-Plebiscito-VF.pdf
256,29-10-2020,28-10-2020,29-10-2020,Sebastián Piñera,Cadem,Plaza Pública,17.0,72.0,11.0,707,,,,,online,355,0,https://insight-chile.cl/storage/2020/11/Track-PP-355-Octubre-S5.pdf
257,30-10-2020,29-10-2020,30-10-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,15.4,73.6,11.0,1016,,,,,online,Octubre 2020 Q2,0,https://www.activasite.com/wp-content/uploads/2020/11/Pulso_ciudadano_OCTUBRE_Q2.pdf
258,02-11-2020,30-10-2020,02-11-2020,Sebastián Piñera,TuInfluyes.com,DataInfluye,8.0,77.0,15.0,2004,,,,,online,Octubre 2020,0,https://web.archive.org/web/20211202131032/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_OCTUBRE_2020.pdf
259,03-11-2020,29-10-2020,03-11-2020,Sebastián Piñera,Criteria,Agenda Criteria,13.0,78.0,9.0,1376,,,,,online,Octubre 2020,0,https://www.criteria.cl/descargas/Agenda_Criteria_Octubre_2020-8htyd.pdf
260,05-11-2020,04-11-2020,05-11-2020,Sebastián Piñera,Cadem,Plaza Pública,18.0,72.0,10.0,705,,,,,online,356,0,https://insight-chile.cl/storage/2020/11/Track-PP-356-Noviembre-S1.pdf
261,12-11-2020,11-11-2020,12-11-2020,Sebastián Piñera,Cadem,Plaza Pública,16.0,72.0,12.0,706,,,,,online,357,0,https://insight-chile.cl/storage/2020/11/Track-PP-357-Noviembre-S2.pdf
262,13-11-2020,12-11-2020,13-11-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,12.3,74.3,13.4,1035,,,,,online,Noviembre 2020 Q1,0,https://www.activasite.com/wp-content/uploads/2020/11/Pulso_ciudadano_NOVIEMBRE_Q1.pdf
263,18-11-2020,18-11-2020,18-11-2020,Sebastián Piñera,Cadem,Plaza Pública,16.0,73.0,11.0,706,,,,,online,358,0,https://insight-chile.cl/storage/2020/11/Track-PP-358-Noviembre-S3.pdf
264,21-11-2020,,21-11-2020,Sebastián Piñera,Cadem,Plaza Pública,13.0,78.0,9.0,,,,,,online,Citado en BioBioChile (21-11-2020),0,https://www.biobiochile.cl/noticias/nacional/chile/2020/11/30/cadem-presidente-pinera-llega-a-su-nivel-mas-bajo-de-aprobacion-desde-julio-con-un-13.shtml
265,26-11-2020,25-11-2020,26-11-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,11.2,81.2,7.6,1177,,,,,online,Noviembre 2020 Q2,0,https://www.activasite.com/wp-content/uploads/2020/11/Pulso_ciudadano_NOVIEMBRE_Q2.pdf
266,27-11-2020,15-11-2020,27-11-2020,Sebastián Piñera,Cadem,Plaza Pública,13,78,4,703,,,,,online,359,0,https://insight-chile.cl/storage/2020/11/Track-PP-359-Noviembre-S4.pdf
267,28-11-2020,27-11-2020,28-11-2020,Sebastián Piñera,TuInfluyes.com,DataInfluye,7.0,82.0,11.0,1702,,,,,online,Noviembre 2020,0,https://web.archive.org/web/20211202140347/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_NOVIEMBRE_2020.pdf
268,02-12-2020,02-12-2020,02-12-2020,Sebastián Piñera,Cadem,Plaza Pública,12.0,78.0,10.0,706,,,,,online,360,0,https://insight-chile.cl/storage/2020/12/Track-PP-360-Diciembre-S1.pdf
269,09-12-2020,09-12-2020,09-12-2020,Sebastián Piñera,Cadem,Plaza Pública,14.0,76.0,10.0,703,,,,,online,361,0,https://insight-chile.cl/storage/2020/12/Track-PP-361-Diciembre-S2.pdf
270,09-12-2020,02-12-2020,09-12-2020,Sebastián Piñera,Criteria,Agenda Criteria,7,87,6,957,,,,,online,Noviembre 2020,0,https://www.criteria.cl/descargas/Agenda_Criteria_Noviembre_2020-5fp6h.pdf
271,12-12-2020,10-12-2020,12-12-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,10.0,79.1,10.9,1321,,,,,online,Diciembre 2020,0,https://www.activasite.com/wp-content/uploads/2020/12/Informe_Pulso_ciudadano_DICIEMBREQ1.pdf
272,15-12-2020,17-11-2020,15-12-2020,Sebastián Piñera,Feedback Research,Estudio Feedback,4.0,86.0,10.0,1239,,,,,telefónica,Citado en media.elmostrador.cl (15-12-2020),0,https://media.elmostrador.cl/2021/01/Graficos-Encuesta-Jovenes-2020.pdf
273,17-12-2020,16-12-2020,17-12-2020,Sebastián Piñera,Cadem,Plaza Pública,14.0,75.0,11.0,707,,,,,online,362,0,https://insight-chile.cl/storage/2020/12/Track-PP-362-Diciembre-S3-VF_Baja.pdf
274,23-12-2020,22-12-2020,23-12-2020,Sebastián Piñera,Cadem,Plaza Pública,17.0,70.0,13.0,710,,,,,online,363,0,https://insight-chile.cl/storage/2020/12/Track-PP-363-Diciembre-S4-VF_.pdf
275,28-12-2020,23-12-2020,28-12-2020,Sebastián Piñera,Activa Research,Pulso Ciudadano,8.9,83.0,8.1,1004,,,,,online,Diciembre 2020,0,https://www.activasite.com/wp-content/uploads/2020/12/Pulso_ciudadano_DICIEMBREQ2_Resultados.pdf
276,30-12-2020,29-12-2020,30-12-2020,Sebastián Piñera,Cadem,Plaza Pública,17.0,70.0,13.0,704,,,,,online,364,0,https://insight-chile.cl/storage/2021/01/Track-PP-364-Diciembre-S5.pdf
277,30-12-2020,30-12-2020,30-12-2020,Sebastián Piñera,Criteria,Agenda Criteria,15.0,77.0,8.0,1550,,,,,online,Diciembre 2020,0,https://www.criteria.cl/descargas/Agenda_Criteria_Diciembre_2020-KhLp4.pdf
278,02-01-2021,01-01-2021,02-01-2021,Sebastián Piñera,TuInfluyes.com,DataInfluye,11.0,74.0,15.0,1568,,,,,online,Diciembre 2020,0,http://web.archive.org/web/20220516220232/https://www.tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_DICIEMBRE_2020.pdf
279,07-01-2021,06-01-2021,07-01-2021,Sebastián Piñera,Cadem,Plaza Pública,18.0,69.0,13.0,703,,,,,online,365,0,https://insight-chile.cl/storage/2021/01/Track-PP-365-Enero-S1.pdf
280,13-01-2021,12-01-2021,13-01-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,13.9,74.5,11.6,1003,,,,,online,Enero 2021 Q1,0,https://www.activasite.com/wp-content/uploads/2021/01/Informe_Pulso_ciudadano_ENERO_2021_Q1.pdf
281,14-01-2021,13-01-2021,14-01-2021,Sebastián Piñera,Cadem,Plaza Pública,17.0,72.0,11.0,704,,,,,online,366,0,https://insight-chile.cl/storage/2021/01/Track-PP-366-Enero-S2.pdf
282,21-01-2021,20-01-2021,21-01-2021,Sebastián Piñera,Cadem,Plaza Pública,19.0,71.0,10.0,710,,,,,online,367,0,https://insight-chile.cl/storage/2021/01/Track-PP-367-Enero-S3.pdf
283,27-01-2021,26-01-2021,27-01-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,12.4,73.6,14.0,1041,,,,,online,Enero 2021 Q2,0,https://www.activasite.com/wp-content/uploads/2021/02/Pulso_Ciudadano_ENERO_Q2.pdf
284,28-01-2021,27-01-2021,28-01-2021,Sebastián Piñera,Cadem,Plaza Pública,19.0,71.0,10.0,702,,,,,online,368,0,https://insight-chile.cl/storage/2021/01/Track-PP-368-Enero-S4.pdf
285,01-02-2021,29-01-2021,01-02-2021,Sebastián Piñera,Criteria,Agenda Criteria,13.0,80.0,7.0,1000,,,,,online,Enero 2021,0,https://www.criteria.cl/descargas/Agenda_Criteria_Enero_2021-3wp5b.pdf
286,01-02-2021,29-01-2021,01-02-2021,Sebastián Piñera,TuInfluyes.com,DataInfluye,11.0,71.0,18.0,1613,,,,,online,Enero 2021,0,https://web.archive.org/web/20211202124920/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_ENERO_2021.pdf
287,04-02-2021,03-02-2021,04-02-2021,Sebastián Piñera,Cadem,Plaza Pública,22.0,69.0,9.0,704,,,,,online,369,0,https://insight-chile.cl/storage/2021/02/Track-PP-369-Febrero-S1.pdf
288,10-02-2021,09-02-2021,10-02-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,14.5,70.0,15.5,1003,,,,,online,Febrero 2021 Q1,0,https://www.activasite.com/wp-content/uploads/2021/02/Pulso_ciudadano_FEBRERO_Q1.pdf
289,11-02-2021,10-02-2021,11-02-2021,Sebastián Piñera,Cadem,Plaza Pública,23.0,66.0,11.0,705,,,,,online,370,0,https://insight-chile.cl/storage/2021/02/Track-PP-370-Febrero-S2.pdf
290,18-02-2021,17-02-2021,18-02-2021,Sebastián Piñera,Cadem,Plaza Pública,24.0,65.0,11.0,702,,,,,online,371,0,https://insight-chile.cl/storage/2021/02/Track-PP-371-Febrero-S3-VF.pdf
291,24-02-2021,23-02-2021,24-02-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,14.9,64.8,20.3,1083,,,,,online,Febrero 2021 Q2,0,https://www.activasite.com/wp-content/uploads/2021/03/Pulso_Ciudadano_Febrero_Q2.pdf
292,25-02-2021,24-02-2021,25-02-2021,Sebastián Piñera,Cadem,Plaza Pública,24.0,65.0,11.0,703,,,,,online,372,0,https://insight-chile.cl/storage/2021/02/Track-PP-372-Febrero-S4.pdf
293,26-02-2021,25-02-2021,26-02-2021,Sebastián Piñera,TuInfluyes.com,DataInfluye,13.0,71.0,16.0,1637,,,,,online,Febrero 2021,0,https://web.archive.org/web/20210508154000/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_FEBRERO_2021.pdf
294,02-03-2021,26-02-2021,02-03-2021,Sebastián Piñera,Criteria,Agenda Criteria,14.0,77.0,9.0,1185,,,,,online,Febrero 2021,0,https://www.criteria.cl/descargas/Agenda_Criteria_Febrero_2021-k9t3h.pdf
295,04-03-2021,03-03-2021,04-03-2021,Sebastián Piñera,Cadem,Plaza Pública,20.0,70.0,10.0,705,,,,,online,373,0,https://insight-chile.cl/storage/2021/03/Track-PP-373-Marzo-S1.pdf
296,10-03-2021,09-03-2021,10-03-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,10.7,78.1,11.2,1235,,,,,online,Marzo 2021 Q1,0,https://chile.activasite.com/wp-content/uploads/2021/03/Pulso_Ciudadano_Marzo_Q1.pdf
297,11-03-2021,10-03-2021,11-03-2021,Sebastián Piñera,Cadem,Plaza Pública,20.0,67.0,13.0,704,,,,,online,374,0,https://insight-chile.cl/storage/2021/03/Track-PP-374-Marzo-S2-VF.pdf
298,18-03-2021,17-03-2021,18-03-2021,Sebastián Piñera,Cadem,Plaza Pública,20.0,71.0,9.0,705,,,,,online,375,0,https://insight-chile.cl/storage/2021/03/Track-PP-375-Marzo-S3_.pdf
299,25-03-2021,24-03-2021,25-03-2021,Sebastián Piñera,Cadem,Plaza Pública,19.0,70.0,11.0,705,,,,,online,376,0,https://insight-chile.cl/storage/2021/03/Track-PP-376-Marzo-S4.pdf
300,27-03-2021,26-03-2021,27-03-2021,Sebastián Piñera,TuInfluyes.com,DataInfluye,9.0,76.0,15.0,1890,,,,,online,Marzo 2021,0,https://web.archive.org/web/20211202122810/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_MARZO_2021.pdf
301,28-03-2021,26-03-2021,28-03-2021,Sebastián Piñera,Criteria,Agenda Criteria,13.0,80.0,7.0,1641,,,,,online,Marzo 2021,0,https://www.criteria.cl/descargas/Agenda_Criteria_Marzo_2021-p6d5n.pdf
302,29-03-2021,24-03-2021,29-03-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,12.2,77.2,10.7,1255,,,,,online,Marzo 2021 Q2,0,https://chile.activasite.com/wp-content/uploads/2021/03/Pulso_Ciudadano_MARZO_Q2.pdf
303,01-04-2021,30-03-2021,01-04-2021,Sebastián Piñera,Cadem,Plaza Pública,20.0,70.0,10.0,702,,,,,online,377,0,https://insight-chile.cl/storage/2021/04/Track-PP-377-Abril-S1.pdf
304,07-04-2021,07-04-2021,07-04-2021,Sebastián Piñera,Cadem,Plaza Pública,14.0,73.0,13.0,703,,,,,online,378,0,https://insight-chile.cl/storage/2021/04/Track-PP-378-Abril-S2.pdf
305,14-04-2021,13-04-2021,14-04-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,12.4,79.1,8.5,1054,,,,,online,Abril 2021 Q1,0,https://chile.activasite.com/wp-content/uploads/2021/04/Pulso_Ciudadano_Abril_Q1_web.pdf
306,15-04-2021,14-04-2021,15-04-2021,Sebastián Piñera,Cadem,Plaza Pública,16.0,73.0,11.0,707,,,,,online,379,0,http://web.archive.org/web/20210508193420/https://www.cadem.cl/wp-content/uploads/2021/04/Track-PP-379-Abril-S3.pdf
307,17-04-2021,,17-04-2021,Sebastián Piñera,CEP,Encuesta CEP,9.0,74.0,17.0,,,,,,presencial,Citado en CEP (17-04-2021),0,https://www.cepchile.cl/investigacion/encuesta-especial-cep-abril-2021/
308,21-04-2021,21-04-2021,21-04-2021,Sebastián Piñera,Cadem,Plaza Pública,9.0,82.0,9.0,701,,,,,online,380,0,https://insight-chile.cl/storage/2021/04/Track-PP-380-Abril-S4.pdf
309,23-04-2021,12-04-2021,23-04-2021,Sebastián Piñera,CEP,Encuesta CEP,9,74,2,1655,,,,,online,Citado en CEP (23-04-2021),0,https://web.archive.org/web/20210429155956/https://www.cepchile.cl/cep/site/docs/20210428/20210428172641/encuesta_especial_cep_abril2021.pdf
310,24-04-2021,22-04-2021,24-04-2021,Sebastián Piñera,TuInfluyes.com,DataInfluye,7.0,81.0,12.0,2014,,,,,online,Abril 2021,0,https://web.archive.org/web/20211202134841/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_ABRIL_2021.pdf
311,29-04-2021,28-04-2021,29-04-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,11.9,80.7,7.4,1184,,,,,online,Abril 2021 Q2,0,https://chile.activasite.com/wp-content/uploads/2021/05/Pulso_Ciudadano_ABRIL_Q2.pdf
312,29-04-2021,29-04-2021,29-04-2021,Sebastián Piñera,Cadem,Plaza Pública,11.0,79.0,10.0,702,,,,,online,381,0,https://insight-chile.cl/storage/2021/05/Track-PP-381-Abril-S5.pdf
313,03-05-2021,29-04-2021,03-05-2021,Sebastián Piñera,Criteria,Agenda Criteria,11.0,83.0,6.0,1592,,,,,online,Abril 2021,0,https://www.criteria.cl/descargas/Agenda_Criteria_Abril_2021-8gk2n.pdf
314,06-05-2021,05-05-2021,06-05-2021,Sebastián Piñera,Cadem,Plaza Pública,15.0,76.0,9.0,707,,,,,online,382,0,https://insight-chile.cl/storage/2021/05/Track-PP-382-Mayo-S1.pdf
315,13-05-2021,12-05-2021,13-05-2021,Sebastián Piñera,Cadem,Plaza Pública,16.0,76.0,8.0,711,,,,,online,383,0,https://insight-chile.cl/storage/2021/05/Track-PP-383-Mayo-S2-VF_Baja.pdf
316,17-05-2021,17-05-2021,17-05-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,9.8,79.1,11.1,1047,,,,,online,Mayo 2021 Q1,0,https://chile.activasite.com/wp-content/uploads/2021/05/Pulso_Ciudadano_Mayo_Q1-1.pdf
317,19-05-2021,19-05-2021,19-05-2021,Sebastián Piñera,Cadem,Plaza Pública,13.0,79.0,8.0,705,,,,,online,384,0,https://insight-chile.cl/storage/2021/05/Track-PP-384-Mayo-S3-VF.pdf
318,26-05-2021,25-05-2021,26-05-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,12.6,75.3,12.1,1522,,,,,online,Mayo 2021 Q2,0,https://chile.activasite.com/wp-content/uploads/2021/05/Pulso_Ciudadano_Mayo_Q2.pdf
319,26-05-2021,25-05-2021,26-05-2021,Sebastián Piñera,Feedback Research,Estudio Feedback,8.0,79.0,13.0,5457,,,,,online,Citado en aimchile.cl (26-05-2021),0,http://web.archive.org/web/20211105163823/https://www.aimchile.cl/wp-content/uploads/2021/06/Informe-Encuesta-Mayo-2021-Esp%C3%ADritu-Constituyente.pdf
320,27-05-2021,26-05-2021,27-05-2021,Sebastián Piñera,Cadem,Plaza Pública,17.0,73.0,10.0,708,,,,,online,385,0,https://insight-chile.cl/storage/2021/05/Track-PP-385-Mayo-S4.pdf
321,29-05-2021,28-05-2021,29-05-2021,Sebastián Piñera,TuInfluyes.com,DataInfluye,10.0,76.0,14.0,1365,,,,,online,Mayo 2021,0,https://web.archive.org/web/20211202122556/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_MAYO_2021.pdf
322,01-06-2021,28-05-2021,01-06-2021,Sebastián Piñera,Criteria,Agenda Criteria,14.0,78.0,8.0,1532,,,,,online,Mayo 2021,0,https://www.criteria.cl/descargas/Agenda_Criteria_Mayo_2021-7fn3h.pdf
323,02-06-2021,02-06-2021,02-06-2021,Sebastián Piñera,Cadem,Plaza Pública,18.0,72.0,10.0,702,,,,,online,386,0,http://web.archive.org/web/20210607214412/https://www.cadem.cl/wp-content/uploads/2021/06/Track-PP-386-Junio-S1.pdf
324,09-06-2021,08-06-2021,09-06-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,15.4,72.5,12.1,1226,,,,,online,Junio 2021 Q1,0,https://chile.activasite.com/wp-content/uploads/2021/06/Pulso_Ciudadano_Junio_Q1.pdf
325,10-06-2021,09-06-2021,10-06-2021,Sebastián Piñera,Cadem,Plaza Pública,20.0,71.0,9.0,703,,,,,online,387,0,https://insight-chile.cl/storage/2021/06/Track-PP-387-Junio-S2.pdf
326,16-06-2021,16-06-2021,16-06-2021,Sebastián Piñera,Cadem,Plaza Pública,18.0,71.0,11.0,703,,,,,online,388,0,https://insight-chile.cl/storage/2021/06/Track-PP-388-Junio.pdf
327,23-06-2021,23-06-2021,23-06-2021,Sebastián Piñera,Cadem,Plaza Pública,18.0,73.0,9.0,703,,,,,online,389,0,https://insight-chile.cl/storage/2021/06/Track-PP-389-Junio-S4.pdf
328,27-06-2021,25-06-2021,27-06-2021,Sebastián Piñera,Criteria,Agenda Criteria,12.0,81.0,7.0,1598,,,,,online,Junio 2021,0,https://www.criteria.cl/descargas/Agenda_Criteria_Junio_2021-9hb5k.pdf
329,27-06-2021,26-06-2021,27-06-2021,Sebastián Piñera,TuInfluyes.com,DataInfluye,9.0,75.0,16.0,1208,,,,,online,Junio 2021,0,http://web.archive.org/web/20220314052829/https://www.tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_JUNIO_2021.pdf
330,29-06-2021,23-06-2021,29-06-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,19.4,68.7,11.8,1116,,,,,online,Junio 2021 Q2,0,https://chile.activasite.com/wp-content/uploads/2021/06/Pulso_Ciudadano_Junio_Q2.pdf
331,01-07-2021,30-06-2021,01-07-2021,Sebastián Piñera,Cadem,Plaza Pública,22.0,68.0,10.0,708,,,,,online,390,0,https://insight-chile.cl/storage/2021/07/Track-PP-390-Julio-S1.pdf
332,08-07-2021,07-07-2021,08-07-2021,Sebastián Piñera,Cadem,Plaza Pública,22.0,69.0,9.0,704,,,,,online,391,0,https://insight-chile.cl/storage/2021/07/Track-PP-391-Julio-S2.pdf
333,13-07-2021,08-07-2021,13-07-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,15.9,70.9,13.2,1002,,,,,online,Julio 2021 Q1,0,https://chile.activasite.com/wp-content/uploads/2021/07/Pulso_Ciudadano_Julio_Q1.pdf
334,14-07-2021,14-07-2021,14-07-2021,Sebastián Piñera,Cadem,Plaza Pública,21.0,72.0,7.0,703,,,,,online,392,0,https://insight-chile.cl/storage/2021/07/Track-PP-392-Julio-S3-VF_Baja.pdf
335,22-07-2021,21-07-2021,22-07-2021,Sebastián Piñera,Cadem,Plaza Pública,20.0,76.0,4.0,700,,,,,online,393,0,https://insight-chile.cl/storage/2021/07/Track-PP-393-Julio-S4.pdf
336,29-07-2021,27-07-2021,29-07-2021,Sebastián Piñera,Activa Research,Pulso Ciudadano,14.8,69.8,15.4,1317,,,,,online,Julio 2021 Q2,0,https://chile.activasite.com/wp-content/uploads/2021/08/Pulso_Ciudadano_Informe_Julio_Q2.pdf
337,29-07-2021,28-07-2021,29-07-2021,Sebastián Piñera,Cadem,Plaza Pública,26.0,67.0,7.0,703,,,,,online,394,0,https://insight-chile.cl/storage/2021/08/Track-PP-394-Julio-S5.pdf
338,29-07-2021,28-07-2021,29-07-2021,Sebastián Piñera,Feedback Research,Estudio Feedback,11.0,72.0,17.0,4066,,,,,online,Citado en aimchile.cl (29-07-2021),0,https://web.archive.org/web/20210808213548/https://www.aimchile.cl/wp-content/uploads/2021/08/Informe_Encuesta_Julio_2021_Esp%C3%ADritu_Constituyente_VF.pdf
339,02-08-2021,30-07-2021,02-08-2021,Sebastián Piñera,TuInfluyes.com,DataInfluye,12.0,72.0,16.0,1411,,,,,online,Julio 2021,0,https://web.archive.org/web/20210919050440/https://tuinfluyes.com/assets/estudios/ESTUDIO_TUINFLUYES_JULIO_2021.pdf
